,timestamp,host,write_ops,write_ops_norm
249,2025-08-23 22:40:00,HOST-F52B15BB4B4D209D,17.73,-0.9908039144730464
250,2025-08-23 22:41:00,HOST-F52B15BB4B4D209D,29.305,-0.9424788064279831
251,2025-08-23 22:42:00,HOST-F52B15BB4B4D209D,27.524,-0.949914401886148
252,2025-08-23 22:43:00,HOST-F52B15BB4B4D209D,33.524,-0.9248646698541497
253,2025-08-23 22:44:00,HOST-F52B15BB4B4D209D,26.645,-0.9535841876288357
254,2025-08-23 22:45:00,HOST-F52B15BB4B4D209D,14.36,-1.0048735139643519
255,2025-08-23 22:46:00,HOST-F52B15BB4B4D209D,31.189,-0.9346131905699357
256,2025-08-23 22:47:00,HOST-F52B15BB4B4D209D,76.71499999999999,-0.7445441738218108
257,2025-08-23 22:48:00,HOST-F52B15BB4B4D209D,61.648,-0.8074482259094968
258,2025-08-23 22:49:00,HOST-F52B15BB4B4D209D,19.294,-0.984274284323372
259,2025-08-23 22:50:00,HOST-F52B15BB4B4D209D,35.618,-0.9161223133749824
260,2025-08-23 22:51:00,HOST-F52B15BB4B4D209D,30.102,-0.939151367023066
261,2025-08-23 22:52:00,HOST-F52B15BB4B4D209D,27.074,-0.9517931317885477
262,2025-08-23 22:53:00,HOST-F52B15BB4B4D209D,29.49,-0.9417064396903299
263,2025-08-23 22:54:00,HOST-F52B15BB4B4D209D,33.463,-0.9251193421298084
264,2025-08-23 22:55:00,HOST-F52B15BB4B4D209D,19.923,-0.981648237415351
265,2025-08-23 22:56:00,HOST-F52B15BB4B4D209D,31.564,-0.9330475823179358
266,2025-08-23 22:57:00,HOST-F52B15BB4B4D209D,35.03,-0.9185771871141182
267,2025-08-23 22:58:00,HOST-F52B15BB4B4D209D,23.209,-0.9679293341724933
268,2025-08-23 22:59:00,HOST-F52B15BB4B4D209D,43.43,-0.8835075622693207
269,2025-08-23 23:00:00,HOST-F52B15BB4B4D209D,14.664,-1.0036043275413975
270,2025-08-23 23:01:00,HOST-F52B15BB4B4D209D,222.75199999999998,-0.1348462210289906
271,2025-08-23 23:02:00,HOST-F52B15BB4B4D209D,22.825999999999997,-0.9695283420672025
272,2025-08-23 23:03:00,HOST-F52B15BB4B4D209D,45.143,-0.8763558637741853
273,2025-08-23 23:04:00,HOST-F52B15BB4B4D209D,78.637,-0.736519909660894
274,2025-08-23 23:05:00,HOST-F52B15BB4B4D209D,139.887,-0.480803895167579
275,2025-08-23 23:06:00,HOST-F52B15BB4B4D209D,36.275,-0.9133793677174785
276,2025-08-23 23:07:00,HOST-F52B15BB4B4D209D,96.304,-0.6627609736926753
277,2025-08-23 23:08:00,HOST-F52B15BB4B4D209D,141.905,-0.47237883529415026
278,2025-08-23 23:09:00,HOST-F52B15BB4B4D209D,18.579,-0.9872593773905186
279,2025-08-23 23:10:00,HOST-F52B15BB4B4D209D,20.28,-0.9801577783594471
280,2025-08-23 23:11:00,HOST-F52B15BB4B4D209D,64.114,-0.7971527860443456
281,2025-08-23 23:12:00,HOST-F52B15BB4B4D209D,25.044999999999998,-0.960264116170702
282,2025-08-23 23:13:00,HOST-F52B15BB4B4D209D,86.029,-0.7056586397974722
283,2025-08-23 23:14:00,HOST-F52B15BB4B4D209D,22.994,-0.9688269495703066
284,2025-08-23 23:15:00,HOST-F52B15BB4B4D209D,16.346,-0.9965820526617606
285,2025-08-23 23:16:00,HOST-F52B15BB4B4D209D,33.772,-0.9238292809301605
286,2025-08-23 23:17:00,HOST-F52B15BB4B4D209D,28.547,-0.9456434225746922
287,2025-08-23 23:18:00,HOST-F52B15BB4B4D209D,18.614,-0.9871132539536652
288,2025-08-23 23:19:00,HOST-F52B15BB4B4D209D,19.529999999999998,-0.9832889948634469
289,2025-08-23 23:20:00,HOST-F52B15BB4B4D209D,14.981,-1.0022808666990402
290,2025-08-23 23:21:00,HOST-F52B15BB4B4D209D,36.623,-0.9119264832596227
291,2025-08-23 23:22:00,HOST-F52B15BB4B4D209D,91.062,-0.6846460895779642
292,2025-08-23 23:23:00,HOST-F52B15BB4B4D209D,87.756,-0.6984484919275954
293,2025-08-23 23:24:00,HOST-F52B15BB4B4D209D,68.372,-0.7793758262123042
294,2025-08-23 23:25:00,HOST-F52B15BB4B4D209D,159.82,-0.39758451040194237
295,2025-08-23 23:26:00,HOST-F52B15BB4B4D209D,37.045,-0.9101646521067054
